tt,opt,tree,gap,canalizing,verdict,t_sec
932631466,,,,0,timeout_opt_k8@90s,111.4
3813883504,,,,0,timeout_opt_k8@90s,115.6
1801232355,,,,0,timeout_opt_k8@90s,134.8
2835781852,,,,0,timeout_opt_k8@90s,113.7
3282632898,,,,0,timeout_opt_k8@90s,113.1
1393986491,,,,0,timeout_opt_k8@90s,123.0
3198467710,,,,0,timeout_opt_k8@90s,106.5
2404349795,,,,0,timeout_opt_k8@90s,107.9
2957143774,,,,0,timeout_opt_k8@90s,103.1
1585425509,,,,0,timeout_opt_k8@90s,115.3
