tt,opt,tree,gap,canalizing,verdict,t_sec
3195291608,,,,0,timeout_opt_k8@90s,113.8
4112595384,,,,0,timeout_opt_k8@90s,113.1
1181538440,,,,0,timeout_opt_k8@90s,126.7
1960854129,,,,0,timeout_opt_k8@90s,125.4
2576667892,,,,0,timeout_opt_k8@90s,115.2
604845050,,,,0,timeout_opt_k8@90s,119.4
1253422495,,,,0,timeout_opt_k8@90s,104.7
924919000,,,,0,timeout_opt_k8@90s,107.3
4197878123,,,,0,timeout_opt_k8@90s,101.9
3655276193,,,,0,opt_above_8,109.9
